DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
4660,121.71,8.42,2.538,0.438,0,shale
4662,111.9,7.78,2.522,0.37,0,shale
4664,122.06,2.83,2.705,0.338,0,shale
4666,126.31,1.3,2.608,0.308,0,shale
4668,107.25,0.64,2.545,0.404,0,shale
4670,114.85,9.42,2.691,0.355,0,shale
4672,124.84,2.92,2.553,0.28,0,shale
4674,96.57,2.88,2.501,0.388,0,shale
4676,129.13,0.2,2.696,0.363,0,shale
4678,110.79,6.98,2.606,0.431,0,shale
4680,141.74,9.81,2.683,0.361,0,shale
4682,126.1,5.84,2.674,0.28,0,shale
4684,112.96,0.42,2.608,0.334,0,shale
4686,139.15,3.99,2.576,0.409,0,shale
4688,109.15,4.87,2.599,0.415,0,shale
4690,111.87,5.47,2.53,0.363,0,shale
4692,97.07,10.84,2.455,0.371,0,shale
4694,99.96,5.71,2.476,0.353,0,shale
4696,148.63,0.2,2.504,0.343,0,shale
4698,142.06,9.24,2.68,0.346,0,shale
4700,128.26,13.53,2.51,0.344,0,shale
4702,119.84,1.1,2.676,0.392,0,shale
4704,115.98,0.97,2.545,0.422,0,shale
4706,103.94,4.77,2.549,0.323,0,shale
4708,129.65,2.6,2.496,0.361,0,shale
4710,140.84,9.84,2.716,0.32,0,shale
4712,148.09,7.37,2.507,0.396,0,shale
4714,122.18,4.25,2.639,0.301,0,shale
4716,106.86,2.49,2.501,0.307,0,shale
4718,96.86,6.96,2.664,0.281,0,shale
4720,97.77,6.58,2.597,0.424,0,shale
4722,138.49,8.79,2.589,0.375,0,shale
4724,138.21,2.79,2.504,0.341,0,shale
4726,142.67,1.4,2.649,0.266,0,shale
4728,99.12,6.1,2.569,0.385,0,shale
4730,124.95,2.77,2.448,0.333,0,shale
4732,119.15,8.12,2.617,0.326,0,shale
4734,125.91,3.25,2.608,0.282,0,shale
4736,100.61,1.2,2.581,0.315,0,shale
4738,135.82,8.33,2.599,0.288,0,shale
4740,137.48,1.28,2.588,0.332,0,shale
4742,106.62,5.82,2.564,0.284,0,shale
4744,146.45,0.87,2.656,0.404,0,shale
4746,109.68,8.32,2.666,0.423,0,shale
4748,108.93,3.42,2.539,0.411,0,shale
4750,100.33,3.34,2.595,0.279,0,shale
4752,119.86,4.15,2.43,0.416,0,shale
4754,144.72,15.42,2.698,0.429,0,shale
4756,136.62,4.47,2.553,0.288,0,shale
4758,106.31,2.75,2.541,0.337,0,shale
4760,116.93,2.04,2.572,0.415,0,shale
4762,102.25,1.04,2.486,0.415,0,shale
4764,136.38,0.2,2.512,0.447,0,shale
4766,142.97,6.61,2.497,0.345,0,shale
4768,139.38,3.21,2.574,0.448,0,shale
4770,129.62,6.07,2.656,0.303,0,shale
4772,121.31,0.2,2.622,0.349,0,shale
4774,96.16,4.81,2.576,0.434,0,shale
4776,139.54,1.84,2.52,0.352,0,shale
4778,89.33,9.27,2.513,0.333,0,shale
4780,97.66,1.65,2.572,0.447,0,shale
4782,144.76,0.6,2.654,0.358,0,shale
4784,122.88,4.16,2.576,0.434,0,shale
4786,134.13,0.78,2.667,0.268,0,shale
4788,135.1,10.16,2.711,0.295,0,shale
4790,103.23,1.58,2.533,0.289,0,shale
4792,109.76,1.22,2.648,0.36,0,shale
4794,130.01,2.36,2.693,0.339,0,shale
4796,93.23,8.86,2.693,0.387,0,shale
4798,103.37,0.2,2.53,0.426,0,shale
4800,136.11,4.83,2.65,0.328,0,shale
4802,121.25,5.94,2.574,0.346,0,shale
4804,127.52,3.98,2.502,0.402,0,shale
4806,46.98,126.82,2.226,0.113,1,oil
4808,48.11,155.74,2.245,0.148,1,oil
4810,20.6,63.94,2.163,0.075,1,oil
4812,29.03,125.06,2.16,0.087,1,oil
4814,48.47,137.07,2.075,0.15,1,oil
4816,41.38,126.7,2.208,0.139,1,oil
4818,30.29,49.46,2.17,0.148,1,oil
4820,43.75,124.79,2.212,0.081,1,oil
4822,32.06,84.16,2.071,0.17,1,oil
4824,31.8,124.95,2.055,0.061,1,oil
4826,24.53,151.75,2.122,0.165,1,oil
4828,31.29,47.83,2.29,0.129,1,oil
4830,52.38,59.3,2.041,0.064,1,oil
4832,43.06,122.95,2.08,0.147,1,oil
4834,37.78,124.81,2.268,0.154,1,oil
4836,28.16,156.54,2.166,0.175,1,oil
4838,24.73,69.73,2.271,0.118,1,oil
4840,62.24,126.82,2.145,0.058,1,oil
4842,44.27,53.24,2.249,0.115,1,oil
4844,25.52,144.59,2.233,0.065,1,oil
4846,45.09,65.24,2.009,0.071,1,oil
4848,49.86,155.46,2.211,0.104,1,oil
4850,38.31,155.53,2.048,0.141,1,oil
4852,39.77,82.41,2.231,0.078,1,oil
4854,33.67,147.01,2.089,0.164,1,oil
4856,58.1,140.73,2.228,0.053,1,oil
4858,21.51,164.04,2.125,0.173,1,oil
4860,46.53,81.67,2.011,0.156,1,oil
4862,38.69,117.91,2.254,0.188,1,oil
4864,28.81,109.14,2.109,0.163,1,oil
4866,33.7,76.71,2.149,0.174,1,oil
4868,47.61,174.55,2.243,0.079,1,oil
4870,55.94,141.11,2.178,0.121,1,oil
4872,21.61,144.13,2.256,0.105,1,oil
4874,34.21,118.96,2.237,0.072,1,oil
4876,46.55,175.43,2.187,0.131,1,oil
4878,45.06,72.11,2.214,0.154,1,oil
4880,55.87,69.95,2.256,0.112,1,oil
4882,63.11,158.69,2.237,0.071,1,oil
4884,54.31,123.3,2.221,0.076,1,oil
4886,32.69,55.68,2.016,0.111,1,oil
4888,28.55,148.18,2.067,0.139,1,oil
4890,42.98,43.21,2.216,0.057,1,oil
4892,38.82,109.52,2.182,0.155,1,oil
4894,31.74,98.96,2.105,0.146,1,oil
4896,23.12,55.43,2.064,0.11,1,oil
4898,30.03,159.72,2.028,0.142,1,oil
4900,35.12,118.08,2.088,0.093,1,oil
4902,32.5,62.29,2.079,0.151,1,oil
4904,40.68,169.4,2.056,0.18,1,oil
4906,53.05,77.4,2.23,0.181,1,oil
4908,24.14,104.85,2.019,0.123,1,oil
4910,27.84,177.12,2.124,0.098,1,oil
4912,39.05,118.73,2.25,0.134,1,oil
4914,31.89,82.29,2.017,0.188,1,oil
4916,38.05,109.05,2.286,0.086,1,oil
4918,36.35,71.65,2.203,0.085,1,oil
4920,50.44,60.04,2.272,0.062,1,oil
4922,33.57,118.55,2.094,0.168,1,oil
4924,52.71,123.14,2.054,0.172,1,oil
4926,38.5,155.52,2.144,0.098,1,oil
4928,21.61,130.26,2.015,0.06,1,oil
4930,42.18,62.8,2.233,0.121,1,oil
4932,33.47,71.33,2.038,0.102,1,oil
4934,56.17,164.47,2.059,0.101,1,oil
4936,47.57,136.26,2.199,0.073,1,oil
4938,44.34,131.01,2.226,0.086,1,oil
4940,48.01,110.36,2.17,0.141,1,oil
4942,42.94,149.34,2.071,0.139,1,oil
4944,41.85,72.13,2.139,0.178,1,oil
4946,31.66,55.25,2.248,0.111,1,oil
4948,58.27,123.05,2.112,0.068,1,oil
4950,54.5,113.07,2.086,0.107,1,oil
4952,56.28,80.88,2.053,0.077,1,oil
4954,59.19,151.77,2.227,0.166,1,oil
4956,50.59,279.83,2.127,0.094,1,gas
4958,35.0,293.81,2.156,0.117,1,gas
4960,42.68,275.8,2.007,0.11,1,gas
4962,43.65,260.21,2.029,0.054,1,gas
4964,44.13,86.61,2.096,0.1,1,gas
4966,37.48,286.82,1.918,0.061,1,gas
4968,42.69,112.39,2.086,0.115,1,gas
4970,42.73,187.1,2.065,0.085,1,gas
4972,33.21,150.49,1.925,0.057,1,gas
4974,27.46,165.22,1.877,0.105,1,gas
4976,26.63,227.7,2.127,0.083,1,gas
4978,37.89,167.61,2.082,0.109,1,gas
4980,33.25,257.54,1.924,0.105,1,gas
4982,24.31,250.02,2.045,0.047,1,gas
4984,43.22,152.32,2.097,0.043,1,gas
4986,33.68,90.06,1.922,0.056,1,gas
4988,19.44,243.78,1.952,0.042,1,gas
4990,42.29,253.91,1.985,0.079,1,gas
4992,36.81,190.91,2.113,0.117,1,gas
4994,28.32,212.55,1.889,0.024,1,gas
4996,48.71,293.07,1.975,0.059,1,gas
4998,49.99,166.32,1.982,0.053,1,gas
5000,17.1,155.61,2.001,0.064,1,gas
5002,23.08,94.01,2.108,0.076,1,gas
5004,40.59,272.59,1.921,0.075,1,gas
5006,19.7,287.52,2.019,0.099,1,gas
5008,38.32,253.12,2.142,0.105,1,gas
5010,15.86,187.19,1.945,0.086,1,gas
5012,48.82,172.76,2.101,0.088,1,gas
5014,19.06,117.21,2.109,0.082,1,gas
5016,28.09,297.97,1.855,0.043,1,gas
5018,34.85,274.1,2.026,0.056,1,gas
5020,29.67,252.54,1.985,0.123,1,gas
5022,19.19,203.43,2.018,0.09,1,gas
5024,23.0,200.66,2.001,0.02,1,gas
5026,33.14,135.56,2.056,0.105,1,gas
5028,13.37,164.28,2.075,0.095,1,gas
5030,30.52,266.38,1.877,0.035,1,gas
5032,47.06,300.63,2.162,0.03,1,gas
5034,34.7,101.63,2.117,0.119,1,gas
5036,21.86,118.07,2.124,0.085,1,gas
5038,39.5,222.0,1.967,0.12,1,gas
5040,29.61,289.89,2.074,0.047,1,gas
5042,22.38,133.76,2.099,0.056,1,gas
5044,13.24,223.42,1.911,0.087,1,gas
5046,43.54,279.1,2.098,0.033,1,gas
5048,38.37,104.04,1.916,0.028,1,gas
5050,31.42,206.1,2.077,0.039,1,gas
5052,22.87,220.0,1.997,0.078,1,gas
5054,36.09,274.77,1.866,0.047,1,gas
5056,19.48,113.0,1.896,0.105,1,gas
5058,31.53,89.78,2.149,0.081,1,gas
5060,24.12,113.98,1.905,0.048,1,gas
5062,50.9,271.8,1.875,0.084,1,gas
5064,18.54,136.3,1.861,0.039,1,gas
5066,27.07,288.45,1.927,0.035,1,gas
5068,47.9,91.42,2.062,0.078,1,gas
5070,41.65,174.59,2.134,0.11,1,gas
5072,17.41,153.37,1.89,0.059,1,gas
5074,35.41,100.15,1.869,0.109,1,gas
5076,21.72,126.66,2.159,0.035,1,gas
5078,32.05,287.76,2.093,0.118,1,gas
5080,47.29,176.7,2.12,0.096,1,gas
5082,21.25,91.07,1.939,0.052,1,gas
5084,22.99,137.75,2.038,0.05,1,gas
5086,38.03,276.45,2.106,0.038,1,gas
5088,30.78,248.94,1.965,0.095,1,gas
5090,23.91,264.09,2.07,0.022,1,gas
5092,17.33,112.08,1.948,0.057,1,gas
5094,31.45,213.92,1.873,0.019,1,gas
5096,28.77,137.15,2.036,0.085,1,gas
5098,42.93,114.91,2.084,0.046,1,gas
5100,37.18,116.06,1.942,0.062,1,gas
5102,35.63,241.95,1.843,0.029,1,gas
5104,41.36,119.67,2.139,0.014,1,gas
5106,37.97,179.98,1.942,0.045,1,gas
5108,36.72,289.0,2.105,0.102,1,gas
5110,22.98,229.21,2.144,0.04,1,gas
5112,46.26,140.8,1.915,0.095,1,gas
5114,28.42,252.25,2.001,0.024,1,gas
5116,44.32,95.84,2.039,0.065,1,gas
5118,21.32,115.03,2.106,0.044,1,gas
5120,22.04,261.19,1.961,0.033,1,gas
5122,50.25,146.91,2.075,0.11,1,gas
5124,31.24,206.49,1.893,0.056,1,gas
5126,51.21,96.85,1.88,0.066,1,gas
5128,25.63,254.55,1.873,0.086,1,gas
5130,45.8,141.32,2.127,0.048,1,gas
5132,17.12,163.28,1.985,0.123,1,gas
5134,32.52,150.77,1.995,0.082,1,gas
5136,28.0,148.05,1.971,0.092,1,gas
5138,39.99,221.02,1.953,0.028,1,gas
5140,22.55,225.62,1.93,0.07,1,gas
5142,24.93,201.24,1.952,0.069,1,gas
5144,22.47,105.7,2.04,0.034,1,gas
5146,27.31,195.13,2.078,0.045,1,gas
5148,46.92,133.2,2.06,0.065,1,gas
5150,29.18,175.28,1.881,0.123,1,gas
5152,22.34,93.81,2.023,0.069,1,gas
5154,17.01,122.34,1.911,0.113,1,gas
5156,36.61,176.74,2.118,0.104,1,gas
5158,38.71,127.19,2.095,0.093,1,gas
5160,49.3,270.67,2.14,0.075,1,gas
5162,48.7,253.96,1.93,0.094,1,gas
5164,15.75,207.36,2.052,0.09,1,gas
5166,15.88,123.4,1.984,0.057,1,gas
5168,21.84,280.63,2.119,0.096,1,gas
5170,94.01,3.43,2.458,0.328,0,shale
5172,112.91,3.83,2.569,0.385,0,shale
5174,106.44,0.2,2.467,0.392,0,shale
5176,130.72,4.77,2.586,0.312,0,shale
5178,103.32,4.75,2.463,0.395,0,shale
5180,148.24,6.13,2.544,0.392,0,shale
5182,104.26,2.99,2.6,0.325,0,shale
5184,135.71,4.45,2.656,0.373,0,shale
5186,135.53,1.08,2.515,0.302,0,shale
5188,132.57,0.2,2.625,0.344,0,shale
5190,114.37,0.2,2.587,0.268,0,shale
5192,103.58,7.92,2.461,0.311,0,shale
5194,96.63,2.93,2.49,0.314,0,shale
5196,129.74,4.8,2.676,0.397,0,shale
5198,145.15,6.19,2.688,0.431,0,shale
5200,108.5,0.2,2.515,0.308,0,shale
5202,124.12,1.15,2.618,0.433,0,shale
5204,110.97,2.74,2.713,0.291,0,shale
5206,119.83,5.28,2.678,0.406,0,shale
5208,99.85,12.78,2.596,0.341,0,shale
5210,93.33,5.51,2.656,0.373,0,shale
5212,94.41,7.73,2.59,0.426,0,shale
5214,107.95,8.03,2.521,0.332,0,shale
5216,107.44,4.72,2.496,0.41,0,shale
5218,94.22,6.2,2.607,0.368,0,shale
5220,102.84,0.2,2.646,0.37,0,shale
5222,124.45,4.47,2.465,0.4,0,shale
5224,111.94,11.9,2.672,0.319,0,shale
5226,113.23,5.22,2.486,0.329,0,shale
5228,137.36,6.41,2.661,0.371,0,shale
5230,121.45,2.12,2.598,0.352,0,shale
5232,102.52,0.88,2.536,0.325,0,shale
5234,120.33,2.86,2.504,0.328,0,shale
5236,95.19,0.2,2.623,0.402,0,shale
5238,92.71,7.53,2.425,0.402,0,shale
5240,116.49,7.69,2.545,0.305,0,shale
5242,116.87,2.41,2.67,0.363,0,shale
5244,93.73,2.16,2.561,0.301,0,shale
5246,121.7,7.62,2.467,0.278,0,shale
5248,120.57,3.63,2.612,0.321,0,shale
5250,142.15,2.88,2.596,0.427,0,shale
5252,102.68,10.99,2.634,0.385,0,shale
5254,147.44,3.61,2.652,0.294,0,shale
5256,102.23,1.48,2.432,0.338,0,shale
5258,107.98,2.43,2.655,0.383,0,shale
5260,142.52,2.42,2.64,0.358,0,shale
5262,90.09,9.11,2.655,0.321,0,shale
5264,131.31,2.48,2.466,0.463,0,shale
5266,146.0,5.39,2.483,0.303,0,shale
5268,117.57,6.58,2.685,0.305,0,shale
5270,94.06,5.92,2.529,0.365,0,shale
5272,144.56,11.47,2.525,0.422,0,shale
5274,114.12,0.2,2.688,0.371,0,shale
5276,102.97,1.87,2.526,0.393,0,shale
5278,124.9,7.69,2.525,0.437,0,shale
5280,113.84,6.52,2.616,0.432,0,shale
5282,98.55,3.86,2.607,0.409,0,shale
5284,122.53,6.62,2.485,0.356,0,shale
5286,127.2,1.81,2.428,0.399,0,shale
5288,122.07,6.04,2.479,0.426,0,shale
5290,109.55,9.86,2.565,0.334,0,shale
5292,137.14,3.49,2.65,0.394,0,shale
5294,129.98,0.2,2.708,0.313,0,shale
5296,134.22,0.2,2.613,0.313,0,shale
5298,116.8,8.68,2.67,0.38,0,shale
5300,86.34,5.18,2.673,0.409,0,shale
5302,135.63,5.22,2.585,0.372,0,shale
5304,124.91,2.09,2.546,0.409,0,shale
5306,127.41,12.15,2.466,0.308,0,shale
5308,104.01,4.62,2.569,0.317,0,shale
5310,133.09,6.0,2.617,0.382,0,shale
5312,122.14,0.2,2.542,0.366,0,shale
5314,137.43,0.28,2.488,0.337,0,shale
5316,133.79,4.58,2.553,0.357,0,shale
5318,138.63,2.04,2.479,0.414,0,shale
5320,116.75,0.2,2.473,0.415,0,shale
5322,137.74,3.3,2.474,0.32,0,shale
5324,115.74,7.33,2.456,0.372,0,shale
5326,145.41,3.29,2.558,0.296,0,shale
5328,127.27,6.87,2.487,0.366,0,shale
5330,141.45,2.71,2.529,0.288,0,shale
5332,126.9,7.54,2.542,0.344,0,shale
5334,140.42,0.2,2.677,0.374,0,shale
5336,115.76,3.53,2.502,0.303,0,shale
5338,133.92,3.0,2.48,0.328,0,shale
5340,128.42,2.24,2.612,0.379,0,shale
5342,119.35,2.08,2.533,0.375,0,shale
5344,125.77,9.57,2.6,0.279,0,shale
5346,132.17,3.89,2.597,0.332,0,shale
5348,150.8,10.1,2.523,0.387,0,shale
5350,106.74,1.88,2.608,0.383,0,shale
5352,112.75,8.57,2.677,0.296,0,shale
5354,112.29,5.11,2.485,0.404,0,shale
5356,147.86,4.64,2.653,0.435,0,shale
5358,125.45,1.24,2.582,0.457,0,shale
5360,116.36,4.58,2.499,0.379,0,shale
5362,104.79,1.22,2.572,0.306,0,shale
5364,119.51,1.63,2.468,0.293,0,shale
5366,96.27,12.45,2.703,0.331,0,shale
5368,109.29,8.87,2.478,0.346,0,shale
5370,99.33,10.25,2.486,0.329,0,shale
5372,139.47,8.54,2.713,0.407,0,shale
5374,127.56,5.63,2.631,0.416,0,shale
5376,126.28,3.44,2.516,0.33,0,shale
5378,115.74,8.53,2.472,0.354,0,shale
5380,115.49,6.04,2.53,0.387,0,shale
5382,110.66,5.44,2.658,0.336,0,shale
5384,126.1,15.92,2.59,0.432,0,shale
5386,121.36,4.06,2.485,0.314,0,shale
5388,128.26,3.56,2.586,0.378,0,shale
5390,138.77,7.07,2.578,0.341,0,shale
5392,106.4,3.19,2.525,0.422,0,shale
5394,130.76,3.14,2.494,0.439,0,shale
5396,150.64,4.79,2.487,0.361,0,shale
5398,98.67,4.97,2.468,0.405,0,shale
5400,141.05,8.28,2.627,0.403,0,shale
5402,93.23,1.62,2.586,0.296,0,shale
5404,113.81,8.7,2.636,0.397,0,shale
5406,116.88,7.22,2.47,0.289,0,shale
5408,127.65,9.08,2.503,0.343,0,shale
5410,115.51,1.27,2.627,0.397,0,shale
5412,145.85,0.2,2.658,0.379,0,shale
5414,116.6,3.5,2.539,0.432,0,shale
5416,124.58,0.4,2.538,0.346,0,shale
5418,100.12,2.42,2.538,0.299,0,shale
5420,102.94,3.89,2.535,0.447,0,shale
5422,109.67,3.36,2.622,0.417,0,shale
5424,129.44,7.08,2.619,0.384,0,shale
5426,109.73,2.67,2.604,0.43,0,shale
5428,130.13,5.45,2.58,0.278,0,shale
5430,136.34,0.2,2.536,0.426,0,shale
5432,112.77,4.99,2.554,0.371,0,shale
5434,118.67,8.17,2.532,0.463,0,shale
5436,105.65,5.16,2.463,0.335,0,shale
5438,112.25,0.66,2.581,0.429,0,shale
5440,125.7,1.22,2.616,0.324,0,shale
5442,140.27,4.56,2.636,0.333,0,shale
5444,88.48,0.2,2.542,0.399,0,shale
5446,141.74,3.44,2.506,0.364,0,shale
5448,113.61,4.66,2.694,0.295,0,shale
5450,139.63,6.49,2.66,0.311,0,shale
5452,134.27,7.48,2.583,0.283,0,shale
5454,134.77,0.2,2.579,0.408,0,shale
5456,137.1,16.16,2.619,0.379,0,shale
5458,128.71,7.66,2.574,0.318,0,shale
5460,149.05,2.05,2.712,0.395,0,shale
5462,96.94,4.67,2.523,0.425,0,shale
5464,100.03,6.85,2.653,0.423,0,shale
5466,128.25,4.53,2.477,0.394,0,shale
5468,140.65,4.17,2.579,0.394,0,shale
5470,128.09,6.28,2.692,0.303,0,shale
5472,143.05,4.96,2.547,0.381,0,shale
5474,92.28,7.03,2.483,0.375,0,shale
5476,147.43,3.6,2.527,0.349,0,shale
5478,97.49,3.27,2.654,0.358,0,shale
5480,138.07,8.11,2.613,0.441,0,shale
5482,123.94,0.66,2.619,0.352,0,shale
5484,141.95,5.7,2.553,0.451,0,shale
5486,137.38,7.63,2.621,0.366,0,shale
5488,113.31,3.04,2.67,0.306,0,shale
5490,106.17,2.96,2.453,0.385,0,shale
5492,139.62,4.58,2.588,0.315,0,shale
5494,106.05,10.21,2.47,0.412,0,shale
5496,144.66,8.47,2.634,0.405,0,shale
5498,136.36,5.2,2.46,0.315,0,shale
5500,132.44,3.31,2.599,0.382,0,shale
5502,104.59,6.06,2.615,0.324,0,shale
5504,115.7,3.57,2.585,0.436,0,shale
5506,104.69,7.63,2.692,0.427,0,shale
5508,124.6,0.57,2.465,0.295,0,shale
5510,117.39,4.66,2.636,0.362,0,shale
5512,142.48,7.96,2.424,0.411,0,shale
5514,137.91,5.0,2.47,0.41,0,shale
5516,129.04,7.83,2.661,0.359,0,shale
5518,132.94,1.76,2.636,0.361,0,shale
5520,117.17,2.04,2.527,0.392,0,shale
5522,140.96,3.92,2.442,0.289,0,shale
5524,108.97,7.99,2.467,0.44,0,shale
5526,145.11,10.9,2.522,0.409,0,shale
5528,122.43,10.8,2.636,0.412,0,shale
5530,140.66,7.15,2.551,0.297,0,shale
5532,151.03,5.0,2.491,0.418,0,shale
5534,137.41,7.1,2.666,0.423,0,shale
5536,107.93,6.74,2.566,0.339,0,shale
5538,98.29,10.33,2.699,0.368,0,shale
5540,151.68,5.53,2.515,0.376,0,shale
5542,128.87,1.85,2.485,0.279,0,shale
5544,135.59,3.25,2.534,0.302,0,shale
5546,131.66,3.21,2.563,0.425,0,shale
5548,121.36,0.68,2.538,0.43,0,shale
5550,99.57,2.82,2.572,0.412,0,shale
5552,134.73,3.81,2.649,0.329,0,shale
5554,144.93,7.87,2.467,0.436,0,shale
5556,108.57,8.24,2.666,0.284,0,shale
5558,97.43,0.2,2.515,0.433,0,shale
5560,113.86,5.0,2.659,0.378,0,shale
5562,124.84,7.69,2.559,0.321,0,shale
5564,141.71,6.74,2.651,0.336,0,shale
5566,101.92,2.23,2.478,0.402,0,shale
5568,149.3,4.25,2.562,0.401,0,shale
5570,127.71,0.2,2.514,0.305,0,shale
5572,105.28,1.61,2.629,0.43,0,shale
5574,106.22,2.09,2.583,0.285,0,shale
5576,114.36,0.37,2.573,0.369,0,shale
5578,134.87,7.26,2.721,0.318,0,shale
5580,145.69,5.46,2.48,0.302,0,shale
5582,105.77,5.34,2.607,0.362,0,shale
5584,132.6,1.95,2.492,0.337,0,shale
5586,99.91,3.55,2.728,0.383,0,shale
5588,124.64,3.5,2.52,0.382,0,shale
5590,131.05,3.31,2.673,0.326,0,shale
5592,96.82,3.97,2.483,0.312,0,shale
5594,118.39,5.42,2.595,0.313,0,shale
5596,138.15,2.54,2.61,0.445,0,shale
5598,119.89,0.2,2.517,0.442,0,shale
5600,143.58,5.33,2.693,0.33,0,shale
5602,134.23,3.65,2.685,0.418,0,shale
5604,98.01,8.78,2.499,0.409,0,shale
5606,97.02,0.25,2.543,0.43,0,shale
5608,103.52,0.2,2.5,0.324,0,shale
5610,98.76,8.31,2.46,0.358,0,shale
5612,146.03,4.24,2.464,0.337,0,shale
5614,105.53,7.59,2.516,0.39,0,shale
5616,134.27,0.2,2.693,0.319,0,shale
5618,129.64,3.86,2.496,0.424,0,shale
5620,131.57,4.02,2.647,0.358,0,shale
5622,105.41,2.88,2.591,0.319,0,shale
5624,88.26,12.2,2.605,0.42,0,shale
5626,125.93,6.88,2.467,0.365,0,shale
5628,144.42,6.94,2.643,0.425,0,shale
5630,135.67,0.2,2.499,0.275,0,shale
5632,116.06,6.69,2.533,0.292,0,shale
5634,99.21,3.68,2.721,0.312,0,shale
5636,145.37,6.23,2.698,0.36,0,shale
5638,139.84,11.21,2.64,0.405,0,shale
5640,128.86,0.66,2.552,0.402,0,shale
5642,120.46,6.44,2.713,0.302,0,shale
5644,140.97,9.86,2.63,0.296,0,shale
5646,147.41,3.04,2.604,0.406,0,shale
5648,126.18,6.14,2.555,0.354,0,shale
5650,138.33,2.98,2.663,0.43,0,shale
5652,88.95,0.2,2.689,0.381,0,shale
5654,145.42,4.86,2.696,0.394,0,shale
5656,116.97,4.28,2.652,0.348,0,shale
5658,143.6,4.31,2.703,0.377,0,shale
5660,114.99,12.2,2.67,0.398,0,shale
5662,122.96,0.2,2.568,0.38,0,shale
5664,97.45,4.91,2.661,0.332,0,shale
5666,129.23,0.2,2.573,0.311,0,shale
5668,123.74,3.59,2.674,0.417,0,shale
5670,97.82,3.09,2.459,0.429,0,shale
5672,139.37,4.51,2.597,0.461,0,shale
5674,92.95,11.51,2.655,0.371,0,shale
5676,114.3,0.2,2.674,0.364,0,shale
5678,137.28,8.32,2.534,0.338,0,shale
5680,136.5,6.84,2.495,0.352,0,shale
5682,94.02,5.65,2.677,0.392,0,shale
5684,124.13,2.81,2.498,0.435,0,shale
5686,123.15,6.35,2.457,0.35,0,shale
5688,120.83,8.81,2.564,0.371,0,shale
5690,131.71,8.63,2.514,0.403,0,shale
5692,101.9,6.08,2.617,0.291,0,shale
5694,146.87,11.64,2.693,0.329,0,shale
5696,103.43,0.2,2.672,0.387,0,shale
5698,149.13,1.92,2.576,0.438,0,shale
5700,134.62,5.6,2.669,0.406,0,shale
5702,131.79,5.47,2.43,0.412,0,shale
5704,101.92,7.64,2.506,0.33,0,shale
5706,137.85,7.29,2.604,0.383,0,shale
5708,117.98,3.19,2.569,0.36,0,shale
5710,116.51,7.21,2.617,0.385,0,shale
5712,116.39,10.03,2.659,0.308,0,shale
5714,96.33,6.77,2.524,0.347,0,shale
5716,121.07,5.49,2.683,0.404,0,shale
5718,116.79,5.66,2.518,0.432,0,shale
5720,95.17,3.74,2.518,0.297,0,shale
5722,129.49,4.2,2.619,0.418,0,shale
5724,106.09,0.41,2.684,0.438,0,shale
5726,101.59,0.2,2.498,0.436,0,shale
5728,89.19,5.08,2.644,0.328,0,shale
5730,144.78,2.99,2.708,0.311,0,shale
5732,138.49,3.31,2.589,0.36,0,shale
5734,110.26,11.63,2.612,0.345,0,shale
5736,108.4,7.84,2.473,0.337,0,shale
5738,141.34,0.2,2.578,0.352,0,shale
5740,128.79,2.35,2.507,0.317,0,shale
5742,101.25,4.37,2.659,0.301,0,shale
5744,106.9,1.67,2.703,0.358,0,shale
5746,93.28,6.2,2.505,0.295,0,shale
5748,128.87,0.2,2.513,0.403,0,shale
5750,143.24,3.14,2.696,0.394,0,shale
5752,126.66,7.54,2.489,0.29,0,shale
5754,123.99,0.2,2.675,0.379,0,shale
5756,135.69,6.13,2.563,0.341,0,shale
5758,99.44,5.07,2.58,0.41,0,shale
5760,123.19,3.77,2.601,0.324,0,shale
5762,98.93,4.87,2.577,0.32,0,shale
5764,98.04,0.2,2.547,0.333,0,shale
5766,136.71,2.82,2.617,0.361,0,shale
5768,107.07,8.21,2.668,0.279,0,shale
5770,93.29,6.73,2.499,0.41,0,shale
5772,124.58,4.4,2.687,0.365,0,shale
5774,129.37,0.85,2.487,0.398,0,shale
5776,128.34,7.67,2.564,0.303,0,shale
5778,137.82,7.24,2.7,0.425,0,shale
5780,93.37,5.49,2.631,0.384,0,shale
5782,123.88,6.24,2.469,0.306,0,shale
5784,131.31,0.2,2.496,0.451,0,shale
5786,115.25,2.6,2.711,0.417,0,shale
5788,133.95,12.01,2.655,0.42,0,shale
5790,95.82,1.33,2.578,0.338,0,shale
5792,104.05,4.02,2.528,0.404,0,shale
5794,126.32,2.73,2.655,0.366,0,shale
5796,149.0,7.52,2.444,0.363,0,shale
5798,124.64,4.26,2.502,0.389,0,shale
5800,111.6,8.94,2.596,0.356,0,shale
5802,137.43,4.65,2.561,0.359,0,shale
5804,133.9,2.85,2.65,0.276,0,shale
5806,108.06,7.95,2.65,0.343,0,shale
5808,137.01,0.2,2.588,0.348,0,shale
5810,115.53,6.87,2.466,0.396,0,shale
5812,107.54,7.9,2.561,0.372,0,shale
5814,122.47,8.12,2.598,0.41,0,shale
5816,114.89,10.89,2.644,0.341,0,shale
5818,110.67,3.2,2.49,0.318,0,shale
5820,123.84,1.47,2.578,0.407,0,shale
